InputID,GeneID,GO_ID,Evidence,Qualifier,GO_term,PubMed,Category
LOC5564403,5564403,GO:0032012,IEA,involved_in,regulation of ARF protein signal transduction,22301074,Process
LOC5564405,5564405,GO:0004364,IEA,enables,glutathione transferase activity,30032202,Function
LOC5564405,5564405,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564405,5564405,GO:0006749,IEA,involved_in,glutathione metabolic process,30032202,Process
LOC5564406,5564406,GO:0000786,IEA,part_of,nucleosome,22301074,Component
LOC5564406,5564406,GO:0003677,IEA,enables,DNA binding,22301074,Function
LOC5564406,5564406,GO:0006334,IEA,involved_in,nucleosome assembly,22301074,Process
LOC5564406,5564406,GO:0008227,IEA,enables,G protein-coupled amine receptor activity,30032202,Function
LOC5564406,5564406,GO:0016020,IEA,located_in,membrane,22301074,Component
LOC5564406,5564406,GO:0071880,IEA,involved_in,adenylate cyclase-activating adrenergic receptor signaling pathway,30032202,Process
LOC5564407,5564407,GO:0043005,IEA,located_in,neuron projection,30032202,Component
LOC5564408,5564408,GO:0003729,IEA,enables,mRNA binding,30032202,Function
LOC5564408,5564408,GO:0003735,IEA,enables,structural constituent of ribosome,30032202,Function
LOC5564408,5564408,GO:0006139,IEA,involved_in,nucleobase-containing compound metabolic process,22301074,Process
LOC5564408,5564408,GO:0006412,IEA,involved_in,translation,30032202,Process
LOC5564411,5564411,GO:0000776,IEA,located_in,kinetochore,30032202,Component
LOC5564411,5564411,GO:0005635,IEA,located_in,nuclear envelope,30032202,Component
LOC5564411,5564411,GO:0007094,IEA,involved_in,mitotic spindle assembly checkpoint signaling,22301074|30032202,Process
LOC5564411,5564411,GO:0051315,IEA,involved_in,attachment of mitotic spindle microtubules to kinetochore,30032202,Process
LOC5564411,5564411,GO:0072686,IEA,located_in,mitotic spindle,30032202,Component
LOC5564412,5564412,GO:0005198,IEA,enables,structural molecule activity,30032202,Function
LOC5564412,5564412,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564412,5564412,GO:0005622,IEA,located_in,intracellular anatomical structure,30032202,Component
LOC5564412,5564412,GO:0016010,IEA,part_of,dystrophin-associated glycoprotein complex,30032202,Component
LOC5564415,5564415,GO:0004375,IEA,enables,glycine dehydrogenase (decarboxylating) activity,22301074|30032202,Function
LOC5564415,5564415,GO:0005739,IEA,located_in,mitochondrion,30032202,Component
LOC5564415,5564415,GO:0005960,IEA,part_of,glycine cleavage complex,30032202,Component
LOC5564415,5564415,GO:0016594,IEA,enables,glycine binding,30032202,Function
LOC5564415,5564415,GO:0019464,IEA,involved_in,glycine decarboxylation via glycine cleavage system,30032202,Process
LOC5564415,5564415,GO:0030170,IEA,enables,pyridoxal phosphate binding,30032202,Function
LOC5564417,5564417,GO:0005783,IEA,located_in,endoplasmic reticulum,30032202,Component
LOC5564418,5564418,GO:0005524,IEA,enables,ATP binding,22301074,Function
LOC5564418,5564418,GO:0016020,IEA,located_in,membrane,22301074,Component
LOC5564418,5564418,GO:0016887,IEA,enables,ATP hydrolysis activity,22301074,Function
LOC5564418,5564418,GO:0140359,IEA,enables,ABC-type transporter activity,22301074,Function
LOC5564419,5564419,GO:0000978,IEA,enables,RNA polymerase II cis-regulatory region sequence-specific DNA binding,30032202,Function
LOC5564419,5564419,GO:0000981,IEA,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",30032202,Function
LOC5564419,5564419,GO:0001708,IEA,involved_in,cell fate specification,30032202,Process
LOC5564419,5564419,GO:0005634,IEA,located_in,nucleus,22301074,Component
LOC5564419,5564419,GO:0006357,IEA,involved_in,regulation of transcription by RNA polymerase II,30032202,Process
LOC5564419,5564419,GO:0007507,IEA,involved_in,heart development,30032202,Process
LOC5564419,5564419,GO:0045893,IEA,involved_in,positive regulation of DNA-templated transcription,22301074,Process
LOC5564446,5564446,GO:0000398,IEA,involved_in,"mRNA splicing, via spliceosome",30032202,Process
LOC5564446,5564446,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564446,5564446,GO:0030620,IEA,enables,U2 snRNA binding,30032202,Function
LOC5564447,5564447,GO:0001669,IEA,located_in,acrosomal vesicle,30032202,Component
LOC5564447,5564447,GO:0005516,IEA,enables,calmodulin binding,30032202,Function
LOC5564448,5564448,GO:0005886,IEA,located_in,plasma membrane,30032202,Component
LOC5564448,5564448,GO:0006820,IEA,involved_in,monoatomic anion transport,30032202,Process
LOC5564448,5564448,GO:0022857,IEA,enables,transmembrane transporter activity,22301074|30032202,Function
LOC5564448,5564448,GO:0055085,IEA,involved_in,transmembrane transport,22301074,Process
LOC5564449,5564449,GO:0005085,IEA,enables,guanyl-nucleotide exchange factor activity,22301074|30032202,Function
LOC5564449,5564449,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564449,5564449,GO:0007264,IEA,involved_in,small GTPase-mediated signal transduction,30032202,Process
LOC5564449,5564449,GO:0016020,IEA,located_in,membrane,30032202,Component
LOC5564449,5564449,GO:0045202,IEA,located_in,synapse,30032202,Component
LOC5564449,5564449,GO:0050772,IEA,involved_in,positive regulation of axonogenesis,30032202,Process
LOC5564449,5564449,GO:0090630,IEA,involved_in,activation of GTPase activity,30032202,Process
LOC5564450,5564450,GO:0003352,IEA,involved_in,regulation of cilium movement,30032202,Process
LOC5564450,5564450,GO:0005858,IEA,part_of,axonemal dynein complex,30032202,Component
LOC5564450,5564450,GO:0005930,IEA,located_in,axoneme,30032202,Component
LOC5564450,5564450,GO:0060285,IEA,involved_in,cilium-dependent cell motility,30032202,Process
LOC5564450,5564450,GO:0070286,IEA,involved_in,axonemal dynein complex assembly,30032202,Process
LOC5564452,5564452,GO:0046983,IEA,enables,protein dimerization activity,22301074,Function
LOC5564456,5564456,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564456,5564456,GO:0006470,IEA,involved_in,protein dephosphorylation,22301074,Process
LOC5564456,5564456,GO:0008138,IEA,enables,protein tyrosine/serine/threonine phosphatase activity,22301074,Function
LOC5564457,5564457,GO:0000151,IEA,part_of,ubiquitin ligase complex,30032202,Component
LOC5564457,5564457,GO:0000209,IEA,involved_in,protein polyubiquitination,30032202,Process
LOC5564457,5564457,GO:0000422,IEA,involved_in,autophagy of mitochondrion,30032202,Process
LOC5564457,5564457,GO:0001933,IEA,involved_in,negative regulation of protein phosphorylation,30032202,Process
LOC5564457,5564457,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564457,5564457,GO:0005739,IEA,located_in,mitochondrion,22301074,Component
LOC5564457,5564457,GO:0005783,IEA,located_in,endoplasmic reticulum,30032202,Component
LOC5564457,5564457,GO:0005794,IEA,located_in,Golgi apparatus,30032202,Component
LOC5564457,5564457,GO:0005829,IEA,located_in,cytosol,22301074|30032202,Component
LOC5564457,5564457,GO:0006511,IEA,involved_in,ubiquitin-dependent protein catabolic process,30032202,Process
LOC5564457,5564457,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564457,5564457,GO:0010821,IEA,involved_in,regulation of mitochondrion organization,30032202,Process
LOC5564457,5564457,GO:0031624,IEA,enables,ubiquitin conjugating enzyme binding,30032202,Function
LOC5564457,5564457,GO:0032436,IEA,involved_in,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,30032202,Process
LOC5564457,5564457,GO:0042981,IEA,involved_in,regulation of apoptotic process,30032202,Process
LOC5564457,5564457,GO:0061630,IEA,enables,ubiquitin protein ligase activity,30032202,Function
LOC5564457,5564457,GO:1900407,IEA,involved_in,regulation of cellular response to oxidative stress,30032202,Process
LOC5564459,5564459,GO:0005886,IEA,located_in,plasma membrane,30032202,Component
LOC5564459,5564459,GO:0006820,IEA,involved_in,monoatomic anion transport,30032202,Process
LOC5564459,5564459,GO:0022857,IEA,enables,transmembrane transporter activity,22301074|30032202,Function
LOC5564459,5564459,GO:0055085,IEA,involved_in,transmembrane transport,22301074,Process
LOC5564460,5564460,GO:0005509,IEA,enables,calcium ion binding,22301074|30032202,Function
LOC5564462,5564462,GO:0003676,IEA,enables,nucleic acid binding,22301074,Function
LOC5564462,5564462,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564465,5564465,GO:0005886,IEA,located_in,plasma membrane,30032202,Component
LOC5564465,5564465,GO:0006820,IEA,involved_in,monoatomic anion transport,30032202,Process
LOC5564465,5564465,GO:0022857,IEA,enables,transmembrane transporter activity,22301074|30032202,Function
LOC5564465,5564465,GO:0055085,IEA,involved_in,transmembrane transport,22301074,Process
LOC5564467,5564467,GO:0005509,IEA,enables,calcium ion binding,22301074|30032202,Function
LOC5564469,5564469,GO:0005739,IEA,located_in,mitochondrion,30032202,Component
LOC5564469,5564469,GO:0006635,IEA,involved_in,fatty acid beta-oxidation,30032202,Process
LOC5564469,5564469,GO:0050660,IEA,enables,flavin adenine dinucleotide binding,22301074,Function
LOC5564469,5564469,GO:0051793,IEA,involved_in,medium-chain fatty acid catabolic process,30032202,Process
LOC5564469,5564469,GO:0070991,IEA,enables,medium-chain fatty acyl-CoA dehydrogenase activity,30032202,Function
LOC5564474,5564474,GO:0005886,IEA,located_in,plasma membrane,30032202,Component
LOC5564474,5564474,GO:0007156,IEA,involved_in,homophilic cell-cell adhesion,30032202,Process
LOC5564474,5564474,GO:0007411,IEA,involved_in,axon guidance,30032202,Process
LOC5564474,5564474,GO:0030424,IEA,located_in,axon,30032202,Component
LOC5564474,5564474,GO:0070593,IEA,involved_in,dendrite self-avoidance,30032202,Process
LOC5564474,5564474,GO:0098632,IEA,enables,cell-cell adhesion mediator activity,30032202,Function
LOC5564475,5564475,GO:0005634,IEA,located_in,nucleus,22301074,Component
LOC5564475,5564475,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564476,5564476,GO:0005634,IEA,located_in,nucleus,22301074,Component
LOC5564476,5564476,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564477,5564477,GO:0005768,IEA,located_in,endosome,30032202,Component
LOC5564477,5564477,GO:0032511,IEA,involved_in,late endosome to vacuole transport via multivesicular body sorting pathway,30032202,Process
LOC5564483,5564483,GO:0005783,IEA,located_in,endoplasmic reticulum,30032202,Component
LOC5564483,5564483,GO:0006506,IEA,involved_in,GPI anchor biosynthetic process,30032202,Process
LOC5564483,5564483,GO:0016787,IEA,enables,hydrolase activity,22301074,Function
LOC5564484,5564484,GO:0003723,IEA,enables,RNA binding,22301074,Function
LOC5564484,5564484,GO:0005681,IEA,part_of,spliceosomal complex,30032202,Component
LOC5564484,5564484,GO:0048026,IEA,involved_in,"positive regulation of mRNA splicing, via spliceosome",30032202,Process
LOC5564487,5564487,GO:0000082,IEA,involved_in,G1/S transition of mitotic cell cycle,30032202,Process
LOC5564487,5564487,GO:0004722,IEA,enables,protein serine/threonine phosphatase activity,30032202,Function
LOC5564487,5564487,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564487,5564487,GO:0070262,IEA,involved_in,peptidyl-serine dephosphorylation,30032202,Process
LOC5564488,5564488,GO:0005886,IEA,located_in,plasma membrane,30032202,Component
LOC5564488,5564488,GO:0006508,IEA,involved_in,proteolysis,22301074|30032202,Process
LOC5564488,5564488,GO:0008237,IEA,enables,metallopeptidase activity,22301074|30032202,Function
LOC5564488,5564488,GO:0008241,IEA,enables,peptidyl-dipeptidase activity,22301074|30032202,Function
LOC5564489,5564489,GO:0003677,IEA,enables,DNA binding,22301074,Function
LOC5564489,5564489,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564489,5564489,GO:0005634,IEA,located_in,nucleus,22301074|30032202,Component
LOC5564489,5564489,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564489,5564489,GO:0010629,IEA,involved_in,negative regulation of gene expression,30032202,Process
LOC5564489,5564489,GO:0046974,IEA,enables,histone H3K9 methyltransferase activity,30032202,Function
LOC5564489,5564489,GO:0070828,IEA,involved_in,heterochromatin organization,30032202,Process
LOC5564490,5564490,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564490,5564490,GO:0010629,IEA,involved_in,negative regulation of gene expression,30032202,Process
LOC5564490,5564490,GO:0046974,IEA,enables,histone H3K9 methyltransferase activity,30032202,Function
LOC5564490,5564490,GO:0070828,IEA,involved_in,heterochromatin organization,30032202,Process
LOC5564491,5564491,GO:0009791,IEA,involved_in,post-embryonic development,30032202,Process
LOC5564492,5564492,GO:0004742,IEA,enables,dihydrolipoyllysine-residue acetyltransferase activity,22301074|30032202,Function
LOC5564492,5564492,GO:0006086,IEA,involved_in,pyruvate decarboxylation to acetyl-CoA,30032202,Process
LOC5564492,5564492,GO:0045254,IEA,part_of,pyruvate dehydrogenase complex,22301074|30032202,Component
LOC5564500,5564500,GO:0005811,IEA,located_in,lipid droplet,30032202,Component
LOC5564500,5564500,GO:0016616,IEA,enables,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",30032202,Function
LOC5564501,5564501,GO:0005811,IEA,located_in,lipid droplet,30032202,Component
LOC5564501,5564501,GO:0016616,IEA,enables,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",30032202,Function
LOC5564502,5564502,GO:0004346,IEA,enables,glucose-6-phosphatase activity,22301074|30032202,Function
LOC5564502,5564502,GO:0006094,IEA,involved_in,gluconeogenesis,30032202,Process
LOC5564502,5564502,GO:0016020,IEA,located_in,membrane,30032202,Component
LOC5564502,5564502,GO:0051156,IEA,involved_in,glucose 6-phosphate metabolic process,30032202,Process
LOC5564503,5564503,GO:0071782,IEA,located_in,endoplasmic reticulum tubular network,30032202,Component
LOC5564503,5564503,GO:0071786,IEA,involved_in,endoplasmic reticulum tubular network organization,30032202,Process
LOC5564504,5564504,GO:0005783,IEA,located_in,endoplasmic reticulum,30032202,Component
LOC5564504,5564504,GO:0043130,IEA,enables,ubiquitin binding,30032202,Function
LOC5564506,5564506,GO:0000977,IEA,enables,RNA polymerase II transcription regulatory region sequence-specific DNA binding,30032202,Function
LOC5564506,5564506,GO:0000981,IEA,enables,"DNA-binding transcription factor activity, RNA polymerase II-specific",30032202,Function
LOC5564506,5564506,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564506,5564506,GO:0006357,IEA,involved_in,regulation of transcription by RNA polymerase II,30032202,Process
LOC5564506,5564506,GO:0009790,IEA,involved_in,embryo development,30032202,Process
LOC5564506,5564506,GO:0009880,IEA,involved_in,embryonic pattern specification,30032202,Process
LOC5564506,5564506,GO:0048619,IEA,involved_in,embryonic hindgut morphogenesis,30032202,Process
LOC5564507,5564507,GO:0003676,IEA,enables,nucleic acid binding,22301074,Function
LOC5564507,5564507,GO:0005739,IEA,located_in,mitochondrion,30032202,Component
LOC5564507,5564507,GO:0006479,IEA,involved_in,protein methylation,22301074,Process
LOC5564507,5564507,GO:0008276,IEA,enables,protein methyltransferase activity,22301074,Function
LOC5564509,5564509,GO:0003878,IEA,enables,ATP citrate synthase activity,22301074|30032202,Function
LOC5564509,5564509,GO:0005829,IEA,located_in,cytosol,30032202,Component
LOC5564509,5564509,GO:0006085,IEA,involved_in,acetyl-CoA biosynthetic process,22301074|30032202,Process
LOC5564509,5564509,GO:0006099,IEA,involved_in,tricarboxylic acid cycle,22301074|30032202,Process
LOC5564509,5564509,GO:0006101,IEA,involved_in,citrate metabolic process,22301074,Process
LOC5564509,5564509,GO:0006633,IEA,involved_in,fatty acid biosynthetic process,30032202,Process
LOC5564510,5564510,GO:0005739,IEA,located_in,mitochondrion,30032202,Component
LOC5564510,5564510,GO:0006629,IEA,involved_in,lipid metabolic process,22301074,Process
LOC5564510,5564510,GO:0020037,IEA,enables,heme binding,22301074,Function
LOC5564512,5564512,GO:0000785,IEA,part_of,chromatin,30032202,Component
LOC5564512,5564512,GO:0003682,IEA,enables,chromatin binding,30032202,Function
LOC5564512,5564512,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564512,5564512,GO:0007062,IEA,involved_in,sister chromatid cohesion,30032202,Process
LOC5564512,5564512,GO:0008278,IEA,part_of,cohesin complex,30032202,Component
LOC5564513,5564513,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564514,5564514,GO:0042302,IEA,enables,structural constituent of cuticle,22301074,Function
LOC5564515,5564515,GO:0003688,IEA,enables,DNA replication origin binding,30032202,Function
LOC5564515,5564515,GO:0003697,IEA,enables,single-stranded DNA binding,30032202,Function
LOC5564515,5564515,GO:0005634,IEA,located_in,nucleus,22301074,Component
LOC5564515,5564515,GO:0006260,IEA,involved_in,DNA replication,22301074,Process
LOC5564515,5564515,GO:0006270,IEA,involved_in,DNA replication initiation,30032202,Process
LOC5564515,5564515,GO:0031298,IEA,part_of,replication fork protection complex,30032202,Component
LOC5564516,5564516,GO:0005739,IEA,located_in,mitochondrion,22301074,Component
LOC5564516,5564516,GO:0032780,IEA,involved_in,negative regulation of ATP-dependent activity,22301074,Process
LOC5564516,5564516,GO:0042030,IEA,enables,ATPase inhibitor activity,22301074,Function
LOC5564517,5564517,GO:0003697,IEA,enables,single-stranded DNA binding,22301074,Function
LOC5564517,5564517,GO:0003723,IEA,enables,RNA binding,22301074|30032202,Function
LOC5564517,5564517,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564517,5564517,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564517,5564517,GO:0016070,IEA,involved_in,RNA metabolic process,22301074,Process
LOC5564517,5564517,GO:0043565,IEA,enables,sequence-specific DNA binding,22301074|30032202,Function
LOC5564518,5564518,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564520,5564520,GO:0005737,IEA,located_in,cytoplasm,22301074|30032202,Component
LOC5564520,5564520,GO:0006399,IEA,involved_in,tRNA metabolic process,30032202,Process
LOC5564520,5564520,GO:0051500,IEA,enables,D-tyrosyl-tRNA(Tyr) deacylase activity,30032202,Function
LOC5564521,5564521,GO:0007165,IEA,involved_in,signal transduction,22301074,Process
LOC5564524,5564524,GO:0000122,IEA,involved_in,negative regulation of transcription by RNA polymerase II,30032202,Process
LOC5564524,5564524,GO:0000785,IEA,part_of,chromatin,30032202,Component
LOC5564524,5564524,GO:0003714,IEA,enables,transcription corepressor activity,30032202,Function
LOC5564525,5564525,GO:0005739,IEA,located_in,mitochondrion,30032202,Component
LOC5564525,5564525,GO:0005743,IEA,located_in,mitochondrial inner membrane,22301074|30032202,Component
LOC5564525,5564525,GO:0033617,IEA,involved_in,mitochondrial respiratory chain complex IV assembly,22301074|30032202,Process
LOC5564527,5564527,GO:0000398,IEA,involved_in,"mRNA splicing, via spliceosome",22301074|30032202,Process
LOC5564527,5564527,GO:0005684,IEA,part_of,U2-type spliceosomal complex,30032202,Component
LOC5564527,5564527,GO:0071014,IEA,part_of,post-mRNA release spliceosomal complex,30032202,Component
LOC5564528,5564528,GO:0004854,IEA,enables,xanthine dehydrogenase activity,22301074,Function
LOC5564528,5564528,GO:0005506,IEA,enables,iron ion binding,22301074|30032202,Function
LOC5564528,5564528,GO:0043546,IEA,enables,molybdopterin cofactor binding,22301074,Function
LOC5564528,5564528,GO:0051537,IEA,enables,"2 iron, 2 sulfur cluster binding",22301074,Function
LOC5564528,5564528,GO:0071949,IEA,enables,FAD binding,22301074,Function
LOC5564530,5564530,GO:0006884,IEA,involved_in,cell volume homeostasis,30032202,Process
LOC5564530,5564530,GO:0015379,IEA,enables,potassium:chloride symporter activity,30032202,Function
LOC5564530,5564530,GO:0016020,IEA,located_in,membrane,22301074|30032202,Component
LOC5564530,5564530,GO:0055064,IEA,involved_in,chloride ion homeostasis,30032202,Process
LOC5564530,5564530,GO:0055075,IEA,involved_in,potassium ion homeostasis,30032202,Process
LOC5564530,5564530,GO:1902476,IEA,involved_in,chloride transmembrane transport,30032202,Process
LOC5564530,5564530,GO:1990573,IEA,involved_in,potassium ion import across plasma membrane,30032202,Process
LOC5564532,5564532,GO:0000785,IEA,part_of,chromatin,30032202,Component
LOC5564532,5564532,GO:0003712,IEA,enables,transcription coregulator activity,22301074|30032202,Function
LOC5564532,5564532,GO:0016592,IEA,part_of,mediator complex,22301074|30032202,Component
LOC5564532,5564532,GO:0045944,IEA,involved_in,positive regulation of transcription by RNA polymerase II,30032202,Process
LOC5564534,5564534,GO:0004439,IEA,enables,"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity",30032202,Function
LOC5564534,5564534,GO:0006470,IEA,involved_in,protein dephosphorylation,22301074,Process
LOC5564534,5564534,GO:0008138,IEA,enables,protein tyrosine/serine/threonine phosphatase activity,22301074,Function
LOC5564534,5564534,GO:0008962,IEA,enables,phosphatidylglycerophosphatase activity,30032202,Function
LOC5564537,5564537,GO:0000224,IEA,enables,peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity,30032202,Function
LOC5564537,5564537,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564537,5564537,GO:0005737,IEA,located_in,cytoplasm,22301074,Component
LOC5564537,5564537,GO:0005829,IEA,located_in,cytosol,30032202,Component
LOC5564537,5564537,GO:0006515,IEA,involved_in,protein quality control for misfolded or incompletely synthesized proteins,30032202,Process
LOC5564537,5564537,GO:0006516,IEA,involved_in,glycoprotein catabolic process,22301074|30032202,Process
LOC5564537,5564537,GO:0006517,IEA,involved_in,protein deglycosylation,30032202,Process
LOC5564538,5564538,GO:0005694,IEA,located_in,chromosome,30032202,Component
LOC5564538,5564538,GO:0006357,IEA,involved_in,regulation of transcription by RNA polymerase II,30032202,Process
LOC5564538,5564538,GO:0043035,IEA,enables,chromatin insulator sequence binding,30032202,Function
LOC5564539,5564539,GO:0000027,IEA,involved_in,ribosomal large subunit assembly,22301074|30032202,Process
LOC5564539,5564539,GO:0005524,IEA,enables,ATP binding,22301074,Function
LOC5564539,5564539,GO:0005634,IEA,located_in,nucleus,22301074,Component
LOC5564539,5564539,GO:0006364,IEA,involved_in,rRNA processing,30032202,Process
LOC5564539,5564539,GO:0016887,IEA,enables,ATP hydrolysis activity,22301074,Function
LOC5564539,5564539,GO:0030687,IEA,part_of,"preribosome, large subunit precursor",30032202,Component
LOC5564540,5564540,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564540,5564540,GO:0051301,IEA,involved_in,cell division,30032202,Process
LOC5564541,5564541,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564541,5564541,GO:0007165,IEA,involved_in,signal transduction,30032202,Process
LOC5564542,5564542,GO:0003755,IEA,enables,peptidyl-prolyl cis-trans isomerase activity,22301074,Function
LOC5564542,5564542,GO:0005509,IEA,enables,calcium ion binding,22301074,Function
LOC5564544,5564544,GO:0004714,IEA,enables,transmembrane receptor protein tyrosine kinase activity,30032202,Function
LOC5564544,5564544,GO:0005524,IEA,enables,ATP binding,22301074,Function
LOC5564544,5564544,GO:0006468,IEA,involved_in,protein phosphorylation,22301074,Process
LOC5564544,5564544,GO:0007169,IEA,involved_in,cell surface receptor protein tyrosine kinase signaling pathway,22301074|30032202,Process
LOC5564544,5564544,GO:0007275,IEA,involved_in,multicellular organism development,30032202,Process
LOC5564544,5564544,GO:0008284,IEA,involved_in,positive regulation of cell population proliferation,30032202,Process
LOC5564544,5564544,GO:0009925,IEA,located_in,basal plasma membrane,30032202,Component
LOC5564544,5564544,GO:0033674,IEA,involved_in,positive regulation of kinase activity,30032202,Process
LOC5564544,5564544,GO:0043235,IEA,part_of,signaling receptor complex,30032202,Component
LOC5564545,5564545,GO:0005634,IEA,located_in,nucleus,30032202,Component
LOC5564545,5564545,GO:0005839,IEA,part_of,proteasome core complex,22301074,Component
LOC5564545,5564545,GO:0019773,IEA,part_of,"proteasome core complex, alpha-subunit complex",22301074|30032202,Component
LOC5564545,5564545,GO:0043161,IEA,involved_in,proteasome-mediated ubiquitin-dependent protein catabolic process,22301074,Process
LOC5564547,5564547,GO:0003735,IEA,enables,structural constituent of ribosome,22301074|30032202,Function
LOC5564547,5564547,GO:0005762,IEA,part_of,mitochondrial large ribosomal subunit,30032202,Component
LOC5564547,5564547,GO:0005840,IEA,located_in,ribosome,22301074|30032202,Component
LOC5564547,5564547,GO:0006412,IEA,involved_in,translation,22301074|30032202,Process
LOC5564549,5564549,GO:1990817,IEA,enables,poly(A) RNA polymerase activity,30032202,Function
LOC5564550,5564550,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564552,5564552,GO:0005802,IEA,located_in,trans-Golgi network,30032202,Component
LOC5564556,5564556,GO:0000027,IEA,involved_in,ribosomal large subunit assembly,30032202,Process
LOC5564556,5564556,GO:0003735,IEA,enables,structural constituent of ribosome,22301074|30032202,Function
LOC5564556,5564556,GO:0005840,IEA,located_in,ribosome,22301074|30032202,Component
LOC5564556,5564556,GO:0006412,IEA,involved_in,translation,22301074|30032202,Process
LOC5564556,5564556,GO:0008097,IEA,enables,5S rRNA binding,22301074|30032202,Function
LOC5564556,5564556,GO:0022625,IEA,part_of,cytosolic large ribosomal subunit,30032202,Component
LOC5564557,5564557,GO:0005886,IEA,located_in,plasma membrane,30032202,Component
LOC5564557,5564557,GO:0043296,IEA,located_in,apical junction complex,30032202,Component
LOC5564557,5564557,GO:0045216,IEA,involved_in,cell-cell junction organization,30032202,Process
LOC5564563,5564563,GO:0005829,IEA,located_in,cytosol,30032202,Component
LOC5564563,5564563,GO:0007275,IEA,involved_in,multicellular organism development,22301074,Process
LOC5564563,5564563,GO:0016020,IEA,located_in,membrane,22301074,Component
LOC5564563,5564563,GO:0040037,IEA,involved_in,negative regulation of fibroblast growth factor receptor signaling pathway,30032202,Process
LOC5564563,5564563,GO:0043407,IEA,involved_in,negative regulation of MAP kinase activity,30032202,Process
LOC5564563,5564563,GO:0046580,IEA,involved_in,negative regulation of Ras protein signal transduction,30032202,Process
LOC5564563,5564563,GO:0048513,IEA,involved_in,animal organ development,30032202,Process
LOC5564565,5564565,GO:0004715,IEA,enables,non-membrane spanning protein tyrosine kinase activity,22301074,Function
LOC5564565,5564565,GO:0005524,IEA,enables,ATP binding,22301074,Function
LOC5564565,5564565,GO:0018108,IEA,involved_in,peptidyl-tyrosine phosphorylation,22301074,Process
LOC5564567,5564567,GO:0004222,IEA,enables,metalloendopeptidase activity,22301074|30032202,Function
LOC5564567,5564567,GO:0006508,IEA,involved_in,proteolysis,22301074,Process
LOC5564567,5564567,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564570,5564570,GO:0004222,IEA,enables,metalloendopeptidase activity,22301074|30032202,Function
LOC5564570,5564570,GO:0006508,IEA,involved_in,proteolysis,22301074,Process
LOC5564570,5564570,GO:0008270,IEA,enables,zinc ion binding,22301074,Function
LOC5564573,5564573,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564573,5564573,GO:0007275,IEA,involved_in,multicellular organism development,30032202,Process
LOC5564573,5564573,GO:0030154,IEA,involved_in,cell differentiation,30032202,Process
LOC5564577,5564577,GO:0005737,IEA,located_in,cytoplasm,30032202,Component
LOC5564577,5564577,GO:0006826,IEA,involved_in,iron ion transport,30032202,Process
LOC5564577,5564577,GO:0006879,IEA,involved_in,intracellular iron ion homeostasis,30032202,Process
LOC5564577,5564577,GO:0008198,IEA,enables,ferrous iron binding,30032202,Function
LOC5564577,5564577,GO:0008199,IEA,enables,ferric iron binding,30032202,Function
LOC5564579,5564579,GO:0005549,IEA,enables,odorant binding,22301074,Function
LOC5564579,5564579,GO:0007608,IEA,involved_in,sensory perception of smell,30032202,Process
LOC5564580,5564580,GO:0005515,IEA,enables,protein binding,22301074,Function
LOC5564581,5564581,GO:0002183,IEA,involved_in,cytoplasmic translational initiation,30032202,Process
LOC5564581,5564581,GO:0003743,IEA,enables,translation initiation factor activity,22301074,Function
LOC5564581,5564581,GO:0005737,IEA,located_in,cytoplasm,22301074,Component
LOC5564581,5564581,GO:0005852,IEA,part_of,eukaryotic translation initiation factor 3 complex,22301074|30032202,Component
