InputID,GeneID,GO_ID,Evidence,Qualifier,GO_term,PubMed,Category
LOC5563591,5563591,GO:0042594,IEA,involved_in,response to starvation,30032202,Process
LOC5563591,5563591,GO:0070365,IEA,involved_in,hepatocyte differentiation,30032202,Process
LOC5563591,5563591,GO:0071333,IEA,involved_in,cellular response to glucose stimulus,30032202,Process
LOC5563591,5563591,GO:0071549,IEA,involved_in,cellular response to dexamethasone stimulus,30032202,Process
LOC5563592,5563592,GO:0002181,IEA,involved_in,cytoplasmic translation,30032202,Process
LOC5563592,5563592,GO:0003735,IEA,enables,structural constituent of ribosome,22301074|30032202,Function
LOC5563592,5563592,GO:0005840,IEA,located_in,ribosome,22301074|30032202,Component
LOC5563592,5563592,GO:0022625,IEA,part_of,cytosolic large ribosomal subunit,30032202,Component
LOC5563593,5563593,GO:0005576,IEA,located_in,extracellular region,30032202,Component
LOC5563595,5563595,GO:0005549,IEA,enables,odorant binding,22301074,Function
LOC5563595,5563595,GO:0005576,IEA,located_in,extracellular region,30032202,Component
LOC5563595,5563595,GO:0007608,IEA,involved_in,sensory perception of smell,30032202,Process
LOC5563595,5563595,GO:0035275,IEA,enables,dibutyl phthalate binding,30032202,Function
LOC5563595,5563595,GO:0042048,IEA,involved_in,olfactory behavior,30032202,Process
LOC5563598,5563598,GO:0015276,IEA,enables,ligand-gated monoatomic ion channel activity,22301074,Function
